kanji,meaning,readings,compounds,sentence,kana,translation,radicals,confusables
任,"responsibility, duty, term, entrust to, appoint","ニン; まか.せる, まか.す","委任 (いにん·0) = charge, trust; 委任状 (いにんじょう·0) = commission, proxy; 一任 (いちにん·0) = entrusting; 解任 (かいにん·0) = dismissal; 帰任 (きにん·0) = return to one's post",任せて！,,任せる,ノ 王 化 士,"妊,廷,侑"
乳,"milk, breasts","ニュウ; ちち, ち","牛乳 (ぎゅうにゅう·0) = (cow's) milk; 搾乳 (さくにゅう·0) = milking (a cow); 授乳 (じゅにゅう·0) = suckling (a baby), nursing; 鐘乳洞 (しょうにゅうどう·3,0) = limestone cave (cavern, grotto); 豆乳 (とうにゅう·0) = soy milk",牛は乳が出る。,,牛 は 乳 が 出る,乙 子 爪,"孔,礼,浮"
難,"difficult, impossible, trouble, accident, defect","ナン; かた.い, -がた.い, むずか.しい, むづか.しい, むつか.しい, -にく.い","海難 (かいなん·0) = shipwreck; 救難 (きゅうなん·0) = rescue, salvage; 苦難 (くなん·1,0) = suffering, distress, hardship, trial; 困難 (こんなん·1) = difficulty, distress; 災難 (さいなん·3) = calamity, misfortune",難しすぎる。,,難しい 過ぎる(すぎる),艾 隹 大 口 亠 二,"芝,器,唯"
軟,soft,"ナン; やわ.らか, やわ.らかい","硬軟 (こうなん·1,0) = hardness; 柔軟 (じゅうなん·0) = flexible, lithe, soft, pliable; 軟化 (なんか·0) = softening, mollification; 軟骨 (なんこつ·0) = cartilage; 軟式 (なんしき·0) = (tennis) played with a soft ball",彼女は柔軟な頭をしている。,,彼女 は 柔軟 頭(あたま) を 為る(する),欠 車,"飲,陣,連"
内,"inside, within, between, among, house, home","ナイ, ダイ; うち","案内 (あんない·3) = information, guidance, leading; 案内書 (あんないしょ·5,0) = guidebook, guide; 以内 (いない·1) = within, inside of, less than; 域内 (いきない·2) = inside the area; 屋内 (おくない·2) = indoor (court, pool, etc)",その内訳は？,,其の 内訳 は,人 冂,"丙,柄,納"
鈍,"dull, slow, foolish, blunt","ドン; にぶ.い, にぶ.る, にぶ-, なま.る, なまく.ら","鈍化 (どんか·1,0) = becoming dull, slowing down; 鈍感 (どんかん·0) = thickheadedness, stolidity; 鈍器 (どんき·1) = blunt weapon; 鈍行 (どんこう·0) = ordinary train, slow train; 鈍い (のろい·2) = dull (eg a knife), thickheaded, slow (opposite of fast), stupid",彼は動作が鈍い。,,彼(かれ) は 動作 が 鈍い(にぶい),金 屯,"針,欽,鐘"
曇,"cloudy weather, cloud up",ドン; くも.る,"曇る (くもる·2) = to become cloudy, to become dim; 曇 (くもり·3) = cloudiness, cloudy weather, shadow; 薄曇り (うすぐもり·0,3) = slightly cloudy; 曇り空 (くもりぞら·4) = cloudy sky (weather)",曇ってきた。,,曇る(くもる) 来る(くる),雨 二 日 厶,"雲,晶,昌"
届,"deliver, reach, arrive, report, notify, forward","カイ; とど.ける, -とど.け, とど.く","届け出る (とどけでる·4) = to report, to notify; 届出 (とどけで·0) = report, notification; 付け届け (つけとどけ·0) = tip, present; 無届け (むとどけ·2) = without notice, without leave",手が届かない。,,手が届く,｜ 日 尸 田,"申,甲,由"
突,"stab, protruding, thrusting, thrust, pierce, prick","トツ, カ; つ.く","煙突 (えんとつ·0) = chimney; 玉突き (たまつき·2,4) = billiards, serial collisions (of cars); 激突 (げきとつ·0) = crash into, clash; 衝突 (しょうとつ·0) = collision, conflict; 追突 (ついとつ·0) = rear-end collision",突然彼は死んだ。,,突然 彼(かれ) は 死ぬ,穴 大 儿 宀,"空,窮,窓"
独,"single, alone, spontaneously, Germany","ドク, トク; ひと.り","孤独 (こどく·0) = isolation, loneliness, solitude; 単独 (たんどく·0) = sole, independence, single, solo (flight); 東独 (とうどく) = East Germany; 独り (ひとり·2) = alone, unmarried; 独演 (どくえん·0) = solo, solo performance",独身ですか。,,独身 ですか,虫 犯,"触,蛮,蚊"
毒,"poison, virus, venom, germ, harm, injury, spite",ドク,"気の毒 (きのどく·3,4) = pitiful, (a) pity; 消毒 (しょうどく·0) = disinfection, sterilization, sterilisation; 中毒 (ちゅうどく·1) = poisoning; 毒 (どく·2) = poison, toxicant; 毒殺 (どくさつ·0) = poisoning, kill by poison",お気の毒様。,,お気の毒 様(さま),土 母 亠 毋 二,"麦,彗,衣"
得,"gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit","トク; え.る, う.る","会得 (えとく·0,1) = understanding, comprehension, grasp, perception, appreciation; 獲得 (かくとく·0) = acquisition, possession; 既得権 (きとくけん·3,2) = vested rights; 自業自得 (じごうじとく·0) = paying for one's mistakes, getting one's just deserts, suffering the consequences (of one's own actions), reap what you sow; 取得 (しゅとく·0) = acquisition",説得に努めた。,,説得 に 努める,寸 日 彳 一,"晋,旦,行"
銅,copper,ドウ; あかがね,"青銅 (せいどう·0) = bronze; 銅山 (どうざん·1) = copper mine; 銅線 (どうせん·0) = copper line, copper wire; 銅像 (どうぞう·0) = bronze statue; 銅版画 (どうはんが) = copperplate engraving, etching",銅はよく電気を通す。,,銅 は 良く 電気 を 通す,金 口 冂 一,"尚,向,胴"
童,"juvenile, child",ドウ; わらべ,"悪童 (あくどう·0) = bad boy; 河童 (かっぱ·0) = water demon, excellent swimmer, rolled sushi containing a stick of cucumber; 学童 (がくどう·0) = school child, pupil; 児童 (じどう·1) = children, juvenile; 神童 (しんどう·0,1) = prodigy, wonder child",河童の川流れ。,,河童 の 川流れ,里 立,"鐘,瞳,憧"
導,"guidance, leading, conduct, usher",ドウ; みちび.く,"引導 (いんどう·3) = requiem, prayer for dead, dismissal; 指導 (しどう·0) = leadership, guidance, coaching; 主導 (しゅどう·0) = main leadership; 主導権 (しゅどうけん·2) = hegemony, leadership, initiative; 先導 (せんどう·0) = guidance, leadership",彼は指導力のある人だ。,,彼(かれ) は 指導力 之(の) 有る 人(ひと) だ,込 自 寸 并 首,"道,遵,遂"
逃,"escape, flee, shirk, evade, set free","トウ; に.げる, に.がす, のが.す, のが.れる","食い逃げ (くいにげ·0) = running away without paying for food, bilk; 逃がす (にがす·2) = to let loose, to set free, to let escape; 逃げる (にげる·2) = to escape, to run away; 逃げ回る (にげまわる·4,0) = to run from place to place; 逃げ込む (にげこむ·3,0) = to take refuge in, to succeed in running away",逃げるな。,,逃げる な,込 儿 冫,"兆,羽,眺"
到,"arrival, proceed, reach, attain, result in",トウ; いた.る,"殺到 (さっとう·0) = rush, flood; 周到 (しゅうとう·0) = scrupulous, meticulous, careful; 到達 (とうたつ·0) = reaching, attaining, arrival; 到着 (とうちゃく·0) = arrival; 到底 (とうてい·0) = (cannot) possibly",到着したいものだ。,,到着 したい 物(もの) だ,刈 至 土 厶,"倒,致,渥"
筒,"cylinder, pipe, tube, gun barrel, sleeve",トウ; つつ,"井筒 (いづつ·1) = well crib; 円筒 (えんとう·0) = cylinder; 気筒 (きとう·0) = cylinder; 水筒 (すいとう·0) = canteen, flask, water bottle; 筒 (つつ·2,0) = pipe, tube",封筒をください。,,封筒 を 下さい,口 竹 冂 乞 一,"尚,向,銅"
等,"etc., and so forth, class (first), quality, equal, similar","トウ; ひと.しい, など, -ら","一等 (いっとう·(名)0,3,(副)0) = first-class, first-rank, A1, the most, the best; 何等 (なにら·1) = whatever, what, what sort of, any kind of, nothing whatever (with neg. verb); 均等 (きんとう·0) = equality, uniformity, evenness; 高等 (こうとう·0) = high class, high grade; 高等学校 (こうとうがっこう·5) = senior high school",彼等の数は多い。,,彼ら(かれら) 数(かず) は 多い,寸 竹 土 乞,"封,寺,符"
当,"hit, right, appropriate, himself","トウ; あ.たる, あ.たり, あ.てる, あ.て, まさ.に, まさ.にべし","引当 (ひきあて·0) = mortgage, security; 穏当 (おんとう·0) = proper, reasonable, right; 過当 (かとう·0) = excessive, exorbitant; 該当 (がいとう·0) = corresponding, answering to, coming under, applying to; 割当てる (わりあてる·4) = to assign, to allot, to allocate, to divide among, to distribute, to prorate",本当に？,,本当に,ヨ 尚,"耀,隠,雪"
灯,"lamp, a light, light, counter for lights","トウ; ひ, ほ-, ともしび, とも.す, あかり","懐中電灯 (かいちゅうでんとう·5) = electric torch, flashlight; 街灯 (がいとう·0) = street light; 提灯 (ちょうちん·3) = paper lantern; 点灯 (てんとう·0) = lighting; 灯台 (とうだい·0) = lighthouse",灯りが点いた。,,明かり が 点く,一 火 亅,"了,丁,炎"
湯,"hot water, bath, hot spring",トウ; ゆ,"給湯 (きゅうとう·0) = hot-water supply; 銭湯 (せんとう·1) = bath-house, public bath; 茶の湯 (ちゃのゆ·0) = tea ceremony; 湯 (ゆ·1) = hot water; 湯気 (ゆげ·1) = steam, vapour, vapor",いい湯だなあ。,,いい 湯 だ な,｜ 一 汁 日 勿,"湿,曹,暢"
盗,"steal, rob, pilfer","トウ; ぬす.む, ぬす.み","怪盗 (かいとう·0) = mysterious (phantom) thief; 強盗 (ごうとう·0) = robbery, burglary; 窃盗 (せっとう·0,3) = theft, stealing, larceny; 盗人 (ぬすびと·0) = thief, robber; 盗み (ぬすみ·3) = stealing",盗人にも仁義。,,盗人 にも 仁義,欠 皿 冫,"次,血,羽"
投,"throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss","トウ; な.げる, -な.げ","意気投合 (いきとうごう·1,0) = hit it off with (a person), find a kindred spirit in (a person), sympathy, mutual understanding; 円盤投げ (えんばんなげ·0) = discus throw; 下手投げ (したてなげ·0) = (baseball) an underhand throw, (sumo) an underarm throw; 継投 (けいとう·0) = relieving the (starting) pitcher",反対投票多数。,,反対 投票 多数,扎 殳 几 又,"搬,鍛,設"
島,island,トウ; しま,"群島 (ぐんとう·0) = island group, archipelago; 孤島 (ことう·0) = solitary island; 小島 (こじま·0) = small island, islet; 千島 (ちしま) = Kurile Islands; 全島 (ぜんとう·1,0) = the whole island",日本は島国だ。,,日本 は 島国 だ,山 鳥 白,"迫,舶,皇"
塔,"pagoda, tower, steeple",トウ,"管制塔 (かんせいとう·0) = control tower; 金字塔 (きんじとう·0) = pyramid, monumental work; 塔 (とう·1) = tower, pagoda; 仏塔 (ぶっとう·0) = pagoda; 鉄塔 (てっとう·0) = pylon, steel tower",あれは塔です。,,彼(あれ) は 塔 です,口 土 个 艾 一,"舎,含,吟"
凍,"frozen, congeal, refrigerate","トウ; こお.る, こご.える, こご.る, い.てる, し.みる","解凍 (かいとう·0) = thaw, decompression (eg of a file); 凍らす (こおらす) = to freeze, to refrigerate; 凍結 (とうけつ·0) = frozen; 凍死 (とうし·0) = death from cold, freezing to death; 凍傷 (とうしょう·0) = frostbite, chilblains",彼は凍死した。,,彼(かれ) は 凍死 為る(する),｜ 一 日 木 冫 田,"棟,東,槽"
党,"party, faction, clique","トウ; なかま, むら","悪党 (あくとう·3) = scoundrel, rascal, villain; 一党 (いっとう·0) = party, clique; 挙党 (きょとう·0) = entire (political) party; 共産党 (きょうさんとう·0) = Communist Party; 共和党 (きょうわとう·0) = Republican Party",僕は甘党だ。,,僕(ぼく) は 甘党 だ,口 尚 儿 冖,"掌,常,営"
倒,"overthrow, fall, collapse, drop, break down","トウ; たお.れる, -だお.れ, たお.す","あっ倒 (あっとう·0) = overwhelm, overpower, overwhelming; 圧倒的 (あっとうてき·0) = overwhelming; 一辺倒 (いっぺんとう·3) = complete devotion to one side; 押倒す (おしたおす·4) = to push down; 共倒れ (ともだおれ·0) = falling together, mutual destruction, joint bankruptcy",政府打倒。,,政府 打倒,化 刈 至 土 厶,"到,佳,仏"
怒,"angry, be offended","ド, ヌ; いか.る, おこ.る","喜怒哀楽 (きどあいらく·1) = human emotions (joy, anger, pathos, and humor) (humour); 激怒 (げきど·1) = rage, indignation, exasperation; 怒り (いかり·3) = anger, hatred, wrath; 怒る (いかる·2) = to get angry, to get mad, to be angry; 怒気 (どき·1) = anger, wrath",怒るなよ。,,怒る(おこる) な よ,女 心 又,"奴,皮,恕"
努,"toil, diligent, as much as possible",ド; つと.める,"努める (つとめる·3) = to serve, to fill a post, to serve under, to work (for), to exert oneself, to endeavor, to endeavour, to be diligent, to play (the part of); 努力 (どりょく·1) = great effort, exertion, endeavour, endeavor, effort",説得に努めた。,,説得 に 努める,女 又 力,"奴,皮,怒"
途,"route, way, road",ト,"帰途 (きと·1,2) = on the way back, returning; 使途 (しと·1,2) = purpose for which money is spent, the way money is spent; 前途 (ぜんと·1) = future prospects, outlook, the journey ahead; 中途 (ちゅうと·0) = in the middle, half-way; 中途半端 (ちゅうとはんぱ·4) = halfway, half measures, unfinished, incomplete, by halves",君には前途がある。,,君(きみ) には 前途 が 有る,込 ハ 个 亅 木 一,"塗,本,介"
登,"ascend, climb up","トウ, ト, ドウ, ショウ, チョウ; のぼ.る, あ.がる","山登り (やまのぼり·3) = mountain climbing, mountaineering; 登り下り (のぼりおり·3) = rising and falling, going up and down; 登記 (とうき·1) = registry, registration; 登校 (とうこう·0) = attendance (at school); 登山 (とざん·1,0) = mountain climbing",塀に登るな。,,塀 に 登る な,口 豆 并 癶,"澄,豆,痘"
渡,"transit, ford, ferry, cross, import, deliver, diameter, migrate","ト; わた.る, -わた.る, わた.す","鳥渡 (ちょいと·1,0) = just a minute, short time, just a little, somewhat, easily, readily, rather; 過渡 (かと·1) = crossing, ferry, transient, changing old to new; 過渡期 (かとき·2) = transition period; 橋渡し (はしわたし·3) = bridge building, mediation; 響き渡る (ひびきわたる·5,0) = to resound",通りを渡れ。,,通り(とおり) を 渡る,汁 又 广,"皮,波,漫"
徒,"junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people","ト; いたずら, あだ","学徒 (がくと·1) = student, follower, students and pupils; 教徒 (きょうと·1) = believer, adherent; 使徒 (しと·1,2) = apostle, disciple; 信徒 (しんと·1) = layman, believer, adherent, follower, laity; 生徒 (せいと·1) = pupil",トムは生徒です。,,は 生徒 です,走 土 彳,"行,圭,越"
塗,"paint, plaster, daub, smear, coating","ト; ぬ.る, ぬ.り, まみ.れる","黒塗り (くろぬり·0) = blackening, blackened thing; 漆塗り (うるしぬり·0) = lacquering, lacquer ware; 塗る (ぬる·0) = to paint, to plaster, to lacquer, to varnish; 塗装 (とそう·0) = coating",恥の上塗りはよせ。,,恥の上塗り は 止せ,汁 土 ハ 个 亅 木 一,"途,桂,杜"
殿,"Mr., hall, mansion, palace, temple, lord","デン, テン; との, -どの","宮殿 (きゅうでん·0) = palace; ご殿 (ごてん·1) = palace, court; 神殿 (しんでん·0,1) = temple, sacred place; 正殿 (せいでん·0) = main temple, state chamber; 殿 (どの·1) = person, Mister (mostly in addressing someone on an envelope), Mr",宮殿には高い塔がある。,,宮殿 には 高い 塔 が 有る,｜ 一 二 ハ 尸 殳 几 又,"共,段,戸"
